temperature,humidity,wind_speed,UVA,AOD,sex,age,height,weight,BMI,comfort_temperature,comfort_humidity,comfort_wind,comfort_UVA,comfort_AOD,age_group,BMI_group
33.6,23.6,12.4,6.0,0.44,male,70,163.5,81.5,30.5,0.16999999999999993,0.472,0.28,0.5,0.4600000000000001,elderly,obese
31.1,72.2,5.4,6.3,0.51,female,60,181.9,71.9,21.7,0.695,0.5559999999999999,0.73,0.375,0.49,senior,normal
27.7,55.4,9.0,11.1,0.49,female,67,181.7,52.3,15.8,0.865,0.892,0.55,0.0,0.41000000000000003,elderly,underweight
23.5,65.3,2.3,0.4,0.98,male,46,175.6,98.1,31.8,0.975,0.6940000000000001,0.885,0.9666666666666667,0.020000000000000018,middle,obese
35.8,55.2,8.0,9.3,0.09,male,74,168.4,84.7,29.9,0.060000000000000143,0.8959999999999999,0.6,0.22499999999999998,0.81,elderly,overweight
38.7,54.4,3.5,0.6,0.95,female,56,170.0,70.6,24.4,0.31499999999999984,0.912,0.825,0.85,0.050000000000000044,senior,normal
25.0,32.0,11.2,0.5,0.6,male,73,157.2,65.9,26.7,0.9,0.64,0.3400000000000001,0.9583333333333334,0.30000000000000004,elderly,overweight
37.9,39.5,7.9,5.2,0.81,female,60,181.1,73.0,22.3,0.3550000000000001,0.79,0.605,0.4666666666666667,0.18999999999999995,senior,normal
27.5,31.1,6.2,0.8,0.46,male,67,180.8,77.8,23.8,0.775,0.6220000000000001,0.69,0.9333333333333333,0.44000000000000006,elderly,normal
26.2,33.7,4.0,9.5,0.48,female,40,156.9,39.5,16.0,0.9400000000000001,0.674,0.8,0.10833333333333336,0.52,middle,underweight
23.6,88.1,15.0,6.4,0.89,male,61,178.7,101.7,31.8,0.97,0.03800000000000009,0.25,0.4666666666666667,0.009999999999999981,senior,obese
16.3,30.7,1.1,0.3,0.9,female,55,174.0,58.2,19.2,0.665,0.614,0.945,0.875,0.09999999999999998,senior,normal
10.1,38.8,0.7,0.5,0.28,male,40,159.8,70.0,27.4,0.45499999999999996,0.7759999999999999,0.965,0.9583333333333334,0.72,middle,overweight
17.2,61.3,3.3,7.4,0.24,male,62,157.9,70.5,28.3,0.9099999999999999,0.774,0.835,0.3833333333333333,0.66,senior,overweight
25.3,62.7,14.6,9.7,0.52,female,69,173.7,100.0,33.1,0.885,0.746,0.27,0.09166666666666676,0.38,elderly,obese
21.4,30.8,14.7,5.3,0.91,male,67,166.0,68.7,24.9,0.9199999999999999,0.616,0.265,0.5583333333333333,0.0,elderly,normal
23.5,75.6,9.8,6.7,0.36,female,25,188.2,93.8,26.5,0.975,0.4880000000000001,0.51,0.3416666666666667,0.64,young,overweight
39.4,75.0,13.2,9.6,0.67,male,18,179.5,76.1,23.6,0.18000000000000008,0.5,0.3400000000000001,0.20000000000000007,0.32999999999999996,young,normal
20.5,36.6,3.2,7.3,0.72,female,25,174.7,55.6,18.2,0.875,0.732,0.84,0.29166666666666674,0.28,young,underweight
23.6,40.2,14.6,2.7,0.79,male,46,175.2,72.0,23.5,0.97,0.804,0.27,0.775,0.20999999999999996,middle,normal
14.0,85.7,2.1,7.4,0.59,female,22,183.3,68.2,20.3,0.55,0.2859999999999999,0.895,0.2833333333333333,0.41000000000000003,young,normal
11.4,77.8,1.5,7.5,0.43,male,64,178.5,53.7,16.9,0.52,0.44400000000000006,0.925,0.375,0.4700000000000001,senior,underweight
33.3,68.8,1.7,8.8,0.97,female,51,175.0,75.4,24.6,0.5850000000000002,0.6240000000000001,0.915,0.1666666666666666,0.030000000000000027,senior,normal
27.1,25.8,8.6,7.5,0.63,male,82,160.2,70.3,27.4,0.7949999999999999,0.516,0.4700000000000001,0.375,0.27,elderly,overweight
32.8,49.3,11.7,11.6,0.74,female,72,200.6,78.3,19.5,0.41000000000000014,0.986,0.41500000000000004,0.0,0.16,elderly,normal
14.5,59.2,5.5,2.4,0.38,female,60,159.0,72.9,28.8,0.675,0.816,0.725,0.7000000000000001,0.62,senior,overweight
27.2,33.1,14.7,11.4,0.69,female,47,166.9,60.2,21.6,0.89,0.662,0.265,0.0,0.31000000000000005,middle,normal
17.6,51.4,6.5,6.5,0.29,male,34,153.5,81.5,34.6,0.93,0.972,0.675,0.45833333333333337,0.71,middle,obese
16.8,62.1,2.3,8.1,0.28,female,43,175.4,60.6,19.7,0.6900000000000001,0.758,0.885,0.22500000000000006,0.72,middle,normal
10.3,42.9,7.0,1.2,0.73,male,25,171.5,23.5,8.0,0.465,0.858,0.65,0.9,0.27,young,underweight
13.9,74.7,10.2,4.6,0.55,female,64,177.7,71.9,22.8,0.545,0.506,0.49,0.5166666666666667,0.35,senior,normal
19.3,78.8,12.5,9.2,0.7,male,63,152.6,61.7,26.5,0.915,0.42400000000000004,0.275,0.2333333333333334,0.20000000000000004,senior,overweight
13.5,42.7,6.9,8.5,0.31,female,50,181.1,75.7,23.1,0.525,0.8540000000000001,0.655,0.19166666666666662,0.69,senior,normal
39.6,78.7,8.9,0.5,0.62,male,18,161.9,100.0,38.2,0.06999999999999992,0.22599999999999992,0.45499999999999996,0.9583333333333334,0.38,young,obese
19.3,27.3,4.0,6.6,0.47,male,36,168.5,100.4,35.4,0.915,0.546,0.8,0.45000000000000007,0.53,middle,obese
13.9,78.6,9.7,1.1,0.62,female,48,179.3,67.5,21.0,0.545,0.42800000000000016,0.515,0.8083333333333333,0.38,middle,normal
16.0,30.7,14.8,12.0,0.33,male,31,172.6,57.6,19.3,0.75,0.614,0.26,0.0,0.6699999999999999,middle,normal
27.6,25.8,0.7,10.8,0.73,male,70,173.3,78.8,26.2,0.7699999999999999,0.516,0.965,0.09999999999999998,0.17,elderly,overweight
11.9,64.9,13.3,0.3,0.82,female,65,178.0,64.4,20.3,0.445,0.702,0.33499999999999996,0.875,0.08000000000000004,elderly,normal
35.9,53.0,8.4,10.3,0.3,male,79,174.3,75.9,25.0,0.15500000000000008,0.94,0.58,0.1416666666666666,0.6,elderly,overweight
38.8,83.6,3.8,11.0,0.34,male,83,166.6,60.1,21.7,0.010000000000000142,0.32800000000000007,0.81,0.08333333333333337,0.5599999999999999,elderly,normal
17.4,45.4,14.3,4.2,0.68,male,81,168.3,73.8,26.1,0.82,0.9079999999999999,0.2849999999999999,0.6499999999999999,0.21999999999999995,elderly,overweight
23.5,40.1,7.3,8.6,0.71,female,80,172.1,57.8,19.5,0.975,0.802,0.635,0.18333333333333332,0.19000000000000003,elderly,normal
10.7,55.1,5.0,5.3,0.72,male,50,161.0,87.8,33.9,0.585,0.8979999999999999,0.75,0.5583333333333333,0.28,senior,obese
29.2,51.9,2.7,7.9,0.7,female,58,180.0,61.2,18.9,0.79,0.9620000000000001,0.865,0.24166666666666667,0.30000000000000004,senior,normal
22.4,44.1,3.7,4.1,0.42,male,65,172.9,79.9,26.7,0.97,0.882,0.815,0.6583333333333334,0.4800000000000001,elderly,overweight
18.1,68.6,12.5,3.9,0.43,male,30,170.7,51.0,17.5,0.8550000000000001,0.6280000000000001,0.275,0.675,0.5700000000000001,middle,underweight
16.2,73.2,9.2,5.1,0.29,male,48,181.9,81.7,24.7,0.76,0.5359999999999999,0.54,0.575,0.71,middle,normal
29.6,79.7,13.7,1.7,0.2,female,21,168.8,55.5,19.5,0.7699999999999999,0.4059999999999999,0.31500000000000006,0.7583333333333334,0.8,young,normal
22.5,88.1,3.5,10.0,0.71,male,36,168.2,73.9,26.1,0.975,0.2380000000000001,0.825,0.16666666666666663,0.29000000000000004,middle,overweight
15.4,38.7,1.8,4.2,0.14,male,30,165.2,85.3,31.3,0.82,0.774,0.91,0.6499999999999999,0.86,middle,obese
30.7,70.1,0.1,4.8,0.94,female,40,173.4,67.0,22.3,0.7150000000000001,0.5980000000000001,0.995,0.5000000000000001,0.06000000000000005,middle,normal
27.0,47.6,7.6,10.7,0.84,male,18,173.1,54.6,18.2,0.8,0.9520000000000001,0.62,0.10833333333333339,0.16000000000000003,young,underweight
35.8,67.4,15.0,6.0,0.86,female,71,163.3,77.5,29.1,0.16000000000000014,0.6519999999999999,0.15,0.4,0.04000000000000001,elderly,overweight
13.5,53.3,10.4,6.5,0.91,female,32,168.2,57.4,20.3,0.525,0.934,0.48,0.3583333333333334,0.08999999999999997,middle,normal
33.6,89.6,4.6,11.5,0.44,male,82,163.4,63.9,23.9,0.2699999999999999,0.20800000000000007,0.77,0.04166666666666663,0.4600000000000001,elderly,normal
30.2,71.0,13.2,10.6,0.85,female,32,163.0,74.0,27.9,0.74,0.5800000000000001,0.24000000000000007,0.01666666666666669,0.15000000000000002,middle,overweight
13.5,86.7,11.7,2.0,0.2,male,38,152.7,90.4,38.8,0.725,0.06599999999999989,0.31500000000000006,0.8333333333333334,0.8,middle,obese
30.8,78.4,0.2,5.7,0.07,female,36,167.7,70.4,25.0,0.71,0.43199999999999994,0.99,0.42499999999999993,0.9299999999999999,middle,overweight
23.2,83.2,12.3,11.7,0.8,female,77,153.0,70.3,30.0,0.99,0.33599999999999997,0.28500000000000003,0.0,0.09999999999999995,elderly,obese
38.3,77.0,4.5,4.5,0.12,male,50,165.4,81.1,29.6,0.13500000000000015,0.45999999999999996,0.775,0.625,0.88,senior,overweight
14.2,52.1,2.2,4.5,0.99,female,66,163.9,70.8,26.4,0.5599999999999999,0.958,0.89,0.525,0.0,elderly,overweight
29.3,37.6,3.4,2.3,0.69,female,52,180.5,79.5,24.4,0.7849999999999999,0.752,0.8300000000000001,0.7083333333333334,0.31000000000000005,senior,normal
21.5,45.9,7.0,1.4,0.77,female,61,159.9,86.2,33.7,0.925,0.9179999999999999,0.65,0.7833333333333333,0.12999999999999998,senior,obese
38.7,21.4,6.4,8.9,0.28,female,28,162.4,65.1,24.7,0.31499999999999984,0.42799999999999994,0.6799999999999999,0.1583333333333333,0.72,young,normal
19.9,56.7,4.3,9.2,0.69,female,83,166.2,20.9,7.6,0.845,0.8659999999999999,0.785,0.1333333333333334,0.21000000000000005,elderly,underweight
38.9,55.4,2.6,11.6,0.09,male,63,164.2,57.7,21.4,0.20500000000000007,0.892,0.87,0.033333333333333326,0.81,senior,normal
37.0,56.8,11.4,9.3,0.85,female,26,183.7,88.1,26.1,0.4,0.8640000000000001,0.42999999999999994,0.12499999999999997,0.15000000000000002,young,overweight
18.1,88.2,14.9,2.9,0.21,male,20,158.6,69.5,27.6,0.8550000000000001,0.236,0.155,0.7583333333333333,0.79,young,overweight
34.1,83.8,11.7,0.5,0.71,female,43,166.2,64.9,23.5,0.5449999999999999,0.32400000000000007,0.41500000000000004,0.8583333333333334,0.29000000000000004,middle,normal
39.9,31.3,4.4,11.8,0.26,male,65,173.3,87.5,29.1,0.05500000000000007,0.626,0.78,0.016666666666666607,0.64,elderly,overweight
17.6,45.8,3.7,4.1,0.12,male,83,178.8,68.5,21.4,0.8300000000000001,0.9159999999999999,0.815,0.6583333333333334,0.78,elderly,normal
23.1,49.7,3.3,3.7,0.51,female,45,166.2,38.6,14.0,0.9949999999999999,0.9940000000000001,0.835,0.5916666666666667,0.49,middle,underweight
25.6,45.2,2.1,10.9,0.21,female,43,150.8,47.4,20.8,0.8699999999999999,0.904,0.895,0.0,0.79,middle,normal
18.8,75.9,8.3,7.0,0.74,female,42,168.5,76.3,26.9,0.79,0.4819999999999999,0.585,0.31666666666666665,0.26,middle,overweight
10.5,56.7,9.1,2.6,0.28,male,29,183.5,69.0,20.5,0.475,0.8659999999999999,0.545,0.7833333333333333,0.72,young,normal
16.6,60.0,10.6,10.7,0.38,female,22,172.8,91.8,30.7,0.78,0.8,0.47,0.008333333333333387,0.62,young,obese
18.5,79.7,10.2,11.9,0.59,male,65,172.4,59.0,19.9,0.875,0.4059999999999999,0.49,0.008333333333333304,0.31000000000000005,elderly,normal
23.3,76.4,4.4,1.0,0.32,male,54,159.4,65.4,25.7,0.985,0.47199999999999986,0.78,0.9166666666666666,0.6799999999999999,senior,overweight
15.1,29.3,5.0,10.3,0.41,male,61,158.3,56.7,22.6,0.705,0.5860000000000001,0.75,0.1416666666666666,0.4900000000000001,senior,normal
36.2,70.0,10.2,4.7,0.82,female,32,170.2,62.2,21.5,0.43999999999999984,0.6,0.49,0.5083333333333334,0.18000000000000005,middle,normal
31.1,50.5,5.2,6.3,0.22,female,60,155.7,41.6,17.2,0.695,0.99,0.74,0.375,0.78,senior,underweight
12.6,40.6,3.2,11.0,0.13,male,65,177.8,64.2,20.3,0.58,0.812,0.84,0.08333333333333337,0.77,elderly,normal
29.5,23.5,5.6,11.7,0.36,male,63,161.5,69.2,26.5,0.675,0.47,0.72,0.025000000000000022,0.54,senior,overweight
29.6,54.1,4.1,3.1,0.45,female,60,169.8,68.0,23.6,0.7699999999999999,0.9179999999999999,0.795,0.6416666666666667,0.55,senior,normal
38.7,44.9,1.3,2.6,0.57,male,38,151.1,102.2,44.8,0.11499999999999985,0.8979999999999999,0.935,0.7833333333333333,0.43000000000000005,middle,obese
10.1,37.6,12.5,1.0,0.4,female,40,166.1,97.5,35.3,0.45499999999999996,0.752,0.375,0.8166666666666667,0.6,middle,obese
17.4,68.6,12.8,6.7,0.8,male,64,158.1,58.7,23.5,0.82,0.6280000000000001,0.26,0.44166666666666665,0.09999999999999995,senior,normal
37.8,73.9,3.3,0.2,0.09,female,32,146.8,39.3,18.2,0.36000000000000015,0.5219999999999999,0.835,0.8833333333333333,0.91,middle,underweight
38.0,37.1,1.0,4.9,0.46,male,42,175.4,68.5,22.3,0.25,0.742,0.95,0.5916666666666666,0.54,middle,normal
31.6,23.5,11.1,0.9,0.41,female,53,186.4,75.6,21.8,0.6699999999999999,0.47,0.44500000000000006,0.8250000000000001,0.5900000000000001,senior,normal
33.0,79.4,3.2,4.9,0.67,male,68,181.3,57.1,17.4,0.3,0.4119999999999999,0.84,0.5916666666666666,0.22999999999999995,elderly,underweight
12.7,20.7,5.9,0.5,0.97,female,32,176.8,57.8,18.5,0.485,0.41400000000000003,0.705,0.8583333333333334,0.030000000000000027,middle,normal
25.4,85.6,1.0,10.0,0.53,female,38,165.9,93.7,34.0,0.8800000000000001,0.08800000000000013,0.95,0.06666666666666662,0.47,middle,obese
16.9,63.9,3.4,2.5,0.99,male,30,178.1,66.1,20.8,0.7949999999999999,0.722,0.8300000000000001,0.7916666666666666,0.010000000000000009,middle,normal
15.4,42.5,11.9,3.9,0.34,male,36,182.2,79.9,24.1,0.72,0.85,0.405,0.675,0.6599999999999999,middle,normal
34.3,37.3,12.1,10.4,0.08,female,51,171.4,56.0,19.1,0.5350000000000001,0.746,0.395,0.0333333333333333,0.92,senior,normal
14.1,20.6,3.1,9.0,0.21,male,69,158.2,69.1,27.6,0.655,0.41200000000000003,0.845,0.25,0.6900000000000001,elderly,overweight
24.1,36.5,5.0,2.6,0.43,female,44,165.0,65.0,23.9,0.945,0.73,0.75,0.6833333333333333,0.5700000000000001,middle,normal
38.2,29.6,2.0,0.9,0.35,male,46,187.0,59.9,17.1,0.23999999999999985,0.5920000000000001,0.9,0.925,0.65,middle,underweight
15.6,62.9,1.1,8.6,0.14,female,45,169.3,87.3,30.5,0.73,0.742,0.945,0.18333333333333332,0.86,middle,obese
39.3,31.7,14.9,4.7,0.46,female,52,136.8,49.2,26.3,0.28500000000000014,0.634,0.155,0.5083333333333334,0.54,senior,overweight
39.8,57.0,9.8,9.2,0.37,female,25,155.3,74.5,30.9,0.16000000000000014,0.86,0.41000000000000003,0.1333333333333334,0.63,young,obese
26.7,61.3,8.1,5.3,0.17,female,33,165.8,64.7,23.5,0.915,0.774,0.595,0.45833333333333337,0.83,middle,normal
15.1,40.9,11.5,4.2,0.33,female,53,180.4,76.2,23.4,0.605,0.818,0.42500000000000004,0.5499999999999999,0.6699999999999999,senior,normal
19.5,22.5,12.6,5.4,0.89,female,47,167.3,64.9,23.2,0.825,0.44999999999999996,0.37,0.45000000000000007,0.10999999999999999,middle,normal
22.7,22.6,12.1,9.0,0.34,male,35,180.5,83.0,25.5,0.985,0.45200000000000007,0.395,0.25,0.6599999999999999,middle,overweight
19.3,21.8,0.2,10.8,0.73,male,19,164.7,55.9,20.6,0.915,0.43600000000000005,0.99,0.09999999999999998,0.27,young,normal
18.4,71.7,2.8,0.6,0.63,male,66,150.4,87.4,38.6,0.8699999999999999,0.36599999999999994,0.86,0.95,0.27,elderly,obese
39.2,42.3,9.8,6.3,0.46,female,21,165.1,69.6,25.5,0.28999999999999987,0.846,0.51,0.375,0.54,young,overweight
14.6,75.7,5.6,0.4,0.28,female,24,173.4,50.1,16.7,0.58,0.486,0.72,0.8666666666666667,0.72,young,underweight
32.0,50.2,14.7,5.6,0.4,female,56,172.6,80.2,26.9,0.65,0.996,0.265,0.43333333333333346,0.6,senior,overweight
10.0,51.7,10.0,10.6,0.61,female,30,157.4,67.0,27.0,0.35,0.966,0.4,0.01666666666666669,0.39,middle,overweight
27.9,55.9,14.3,4.3,0.38,male,48,166.5,44.4,16.0,0.7550000000000001,0.882,0.18499999999999991,0.6416666666666666,0.62,middle,underweight
37.5,69.9,3.0,11.2,0.25,male,80,196.8,75.0,19.4,0.075,0.6019999999999999,0.85,0.06666666666666676,0.65,elderly,normal
18.6,39.1,13.0,7.6,0.16,female,73,157.7,85.1,34.2,0.78,0.782,0.24999999999999997,0.2666666666666667,0.74,elderly,obese
15.6,28.5,4.8,11.2,0.89,male,59,176.6,89.2,28.6,0.8300000000000001,0.5700000000000001,0.76,0.06666666666666676,0.10999999999999999,senior,overweight
29.6,58.9,14.8,9.1,0.47,male,78,149.0,64.3,29.0,0.4699999999999999,0.8220000000000001,0.16,0.2416666666666667,0.43000000000000005,elderly,overweight
31.4,42.9,2.4,1.2,0.64,female,59,178.6,72.2,22.6,0.68,0.858,0.88,0.8,0.36,senior,normal
30.6,51.0,7.7,2.8,0.52,male,73,161.1,70.8,27.3,0.41999999999999993,0.98,0.615,0.7666666666666667,0.38,elderly,overweight
19.6,65.3,11.9,4.7,0.88,female,53,174.0,92.3,30.5,0.8300000000000001,0.6940000000000001,0.405,0.5083333333333334,0.12,senior,obese
17.6,54.6,6.5,2.0,0.57,male,24,157.1,57.8,23.4,0.8300000000000001,0.9079999999999999,0.675,0.8333333333333334,0.43000000000000005,young,normal
38.7,63.4,7.0,5.9,0.51,female,71,172.9,63.0,21.1,0.11499999999999985,0.732,0.65,0.4083333333333333,0.39,elderly,normal
37.7,58.1,14.8,5.7,0.93,female,18,160.9,57.5,22.2,0.3649999999999999,0.838,0.16,0.42499999999999993,0.06999999999999995,young,normal
23.7,71.8,6.4,11.5,0.73,female,61,162.8,48.3,18.2,0.9650000000000001,0.5640000000000001,0.6799999999999999,0.0,0.17,senior,underweight
35.4,69.4,9.1,5.2,0.16,female,62,174.4,73.7,24.2,0.4800000000000001,0.6119999999999999,0.545,0.4666666666666667,0.74,senior,normal
23.6,57.4,0.8,9.4,0.22,male,64,165.7,94.0,34.2,0.97,0.8520000000000001,0.96,0.21666666666666667,0.68,senior,obese
22.7,67.5,12.6,11.3,0.8,female,30,173.8,67.0,22.2,0.985,0.65,0.37,0.0,0.19999999999999996,middle,normal
14.7,81.1,9.7,10.5,0.84,female,39,168.1,56.8,20.1,0.585,0.3780000000000001,0.515,0.024999999999999994,0.16000000000000003,middle,normal
22.8,50.3,6.1,2.5,0.57,female,38,170.7,72.8,25.0,0.99,0.9940000000000001,0.6950000000000001,0.6916666666666667,0.43000000000000005,middle,overweight
26.1,48.9,0.2,6.0,0.58,male,26,174.5,78.8,25.9,0.845,0.978,0.99,0.5,0.42000000000000004,young,overweight
10.7,73.5,8.9,4.2,0.65,female,43,166.5,67.7,24.4,0.38499999999999995,0.53,0.5549999999999999,0.5499999999999999,0.35,middle,normal
23.3,60.8,0.2,4.8,0.47,male,26,160.0,91.1,35.6,0.985,0.784,0.99,0.6000000000000001,0.53,young,obese
33.4,25.0,0.0,4.3,0.7,female,32,164.7,57.8,21.3,0.5800000000000001,0.5,1.0,0.5416666666666666,0.30000000000000004,middle,normal
30.4,82.4,9.2,9.9,0.15,male,27,182.0,65.7,19.8,0.6300000000000001,0.35199999999999987,0.54,0.17499999999999993,0.85,young,normal
29.1,22.2,2.8,5.4,0.96,male,59,171.2,74.4,25.4,0.695,0.44399999999999995,0.86,0.55,0.040000000000000036,senior,overweight
37.3,72.4,2.9,6.3,0.76,female,41,161.6,75.9,29.1,0.28500000000000014,0.5519999999999998,0.855,0.375,0.24,middle,overweight
10.5,73.1,9.8,11.8,0.65,male,66,174.0,70.7,23.4,0.475,0.538,0.51,0.016666666666666607,0.24999999999999997,elderly,normal
26.7,86.7,0.8,0.7,0.35,female,43,174.7,50.8,16.6,0.915,0.2659999999999999,0.96,0.8416666666666667,0.65,middle,underweight
33.6,23.8,4.7,5.9,0.2,female,54,175.2,105.1,34.2,0.4699999999999999,0.476,0.765,0.4083333333333333,0.8,senior,obese
26.2,61.8,2.2,9.3,0.44,female,67,160.2,66.5,25.9,0.9400000000000001,0.764,0.89,0.12499999999999997,0.4600000000000001,elderly,overweight
19.7,49.9,8.7,1.8,0.68,male,41,163.2,71.7,26.9,0.9349999999999999,0.998,0.4650000000000001,0.85,0.31999999999999995,middle,overweight
14.1,43.1,9.9,7.3,0.65,male,36,163.2,79.3,29.8,0.755,0.862,0.405,0.3916666666666667,0.35,middle,overweight
36.6,26.3,10.8,2.9,0.41,female,77,166.4,60.5,21.8,0.21999999999999992,0.526,0.45999999999999996,0.6583333333333333,0.4900000000000001,elderly,normal
24.1,59.4,3.8,10.4,0.63,female,56,175.4,70.9,23.0,0.945,0.812,0.81,0.0333333333333333,0.37,senior,normal
36.3,53.5,1.3,3.9,0.82,male,35,173.0,59.8,20.0,0.33500000000000013,0.9299999999999999,0.935,0.675,0.18000000000000005,middle,normal
27.6,27.3,1.2,3.9,0.07,female,36,173.8,76.2,25.2,0.8699999999999999,0.546,0.94,0.5750000000000001,0.9299999999999999,middle,overweight
30.2,62.9,6.4,7.2,0.48,female,53,183.5,65.9,19.6,0.74,0.742,0.6799999999999999,0.30000000000000004,0.52,senior,normal
34.1,71.7,14.2,2.2,0.77,female,72,176.9,74.0,23.6,0.3449999999999999,0.566,0.29000000000000004,0.7166666666666667,0.12999999999999998,elderly,normal
29.8,73.7,3.3,3.4,0.57,male,64,168.6,54.3,19.1,0.6599999999999999,0.526,0.835,0.7166666666666667,0.33000000000000007,senior,normal
21.9,83.4,3.9,5.0,0.67,male,66,158.2,57.6,23.0,0.945,0.33199999999999985,0.8049999999999999,0.5833333333333333,0.22999999999999995,elderly,normal
25.4,48.7,1.5,4.2,0.54,male,50,162.9,49.5,18.7,0.8800000000000001,0.9740000000000001,0.925,0.6499999999999999,0.45999999999999996,senior,normal
34.1,86.7,9.1,6.3,0.99,female,38,167.4,59.3,21.2,0.5449999999999999,0.2659999999999999,0.545,0.375,0.010000000000000009,middle,normal
21.2,80.6,10.2,7.2,0.1,female,39,178.3,31.4,9.9,0.9099999999999999,0.3880000000000001,0.39,0.30000000000000004,0.9,middle,underweight
21.6,40.8,9.6,6.8,0.52,female,65,169.7,65.4,22.7,0.93,0.816,0.52,0.33333333333333337,0.38,elderly,normal
12.9,31.1,12.9,7.9,0.14,male,54,163.4,62.0,23.2,0.595,0.6220000000000001,0.255,0.3416666666666667,0.86,senior,normal
37.4,50.5,7.3,3.7,0.2,female,32,162.7,72.3,27.3,0.38000000000000006,0.99,0.635,0.5916666666666667,0.8,middle,overweight
12.7,48.1,2.0,1.5,0.41,female,52,169.3,70.7,24.7,0.485,0.9620000000000001,0.9,0.775,0.5900000000000001,senior,normal
29.4,60.3,4.3,9.1,0.2,female,49,178.9,88.9,27.8,0.78,0.794,0.785,0.1416666666666667,0.8,middle,overweight
22.4,60.8,9.9,10.2,0.97,female,28,185.9,108.9,31.5,0.97,0.784,0.505,0.05000000000000002,0.030000000000000027,young,obese
22.2,72.5,9.2,3.1,0.95,male,27,167.9,87.1,30.9,0.96,0.35000000000000003,0.54,0.7416666666666667,0.050000000000000044,young,obese
30.4,55.7,8.0,4.9,0.37,male,74,169.6,63.2,22.0,0.43000000000000005,0.8859999999999999,0.6,0.5916666666666666,0.53,elderly,normal
12.0,27.3,10.2,6.0,0.66,female,42,157.9,62.6,25.1,0.45,0.546,0.39,0.4,0.33999999999999997,middle,overweight
27.8,80.1,9.6,6.4,0.56,male,19,189.4,83.0,23.1,0.76,0.39800000000000013,0.52,0.4666666666666667,0.43999999999999995,young,normal
33.2,41.7,13.2,7.9,0.82,male,81,156.0,44.7,18.4,0.28999999999999987,0.8340000000000001,0.14000000000000007,0.3416666666666667,0.08000000000000004,elderly,underweight
34.8,88.0,8.8,0.5,0.65,female,52,181.7,65.3,19.8,0.5100000000000001,0.24,0.5599999999999999,0.8583333333333334,0.35,senior,normal
15.1,28.3,11.7,8.7,0.05,female,24,166.3,66.4,24.0,0.605,0.5660000000000001,0.41500000000000004,0.17500000000000002,0.95,young,normal
36.9,87.1,3.7,0.7,0.78,male,35,164.0,78.8,29.3,0.20500000000000007,0.2580000000000001,0.815,0.9416666666666667,0.21999999999999997,middle,overweight
29.7,26.4,10.2,5.6,0.76,female,84,158.9,79.2,31.4,0.5650000000000001,0.528,0.39,0.43333333333333346,0.13999999999999999,elderly,obese
36.5,36.2,13.5,9.9,0.53,male,59,194.1,58.8,15.6,0.325,0.724,0.22499999999999995,0.17499999999999993,0.47,senior,underweight
24.6,23.3,5.8,5.4,0.91,female,56,172.2,63.8,21.5,0.9199999999999999,0.46599999999999997,0.71,0.45000000000000007,0.08999999999999997,senior,normal
26.3,69.4,11.7,1.8,0.91,male,58,170.2,76.7,26.5,0.835,0.6119999999999999,0.41500000000000004,0.85,0.08999999999999997,senior,overweight
37.6,79.5,10.9,11.8,0.55,female,41,178.9,58.0,18.1,0.36999999999999994,0.41000000000000003,0.355,0.0,0.44999999999999996,middle,underweight
37.0,50.4,0.9,10.7,0.63,male,77,163.5,88.1,33.0,0.0,0.992,0.955,0.10833333333333339,0.27,elderly,obese
23.4,85.0,8.7,9.3,1.0,male,63,170.0,79.1,27.4,0.9800000000000001,0.30000000000000004,0.5650000000000001,0.22499999999999998,0.0,senior,overweight
18.2,61.3,2.0,4.9,0.33,male,36,170.6,72.6,24.9,0.86,0.774,0.9,0.5916666666666666,0.6699999999999999,middle,normal
21.8,64.1,14.5,2.2,0.36,female,59,164.9,75.9,27.9,0.9400000000000001,0.7180000000000002,0.17500000000000002,0.7166666666666667,0.64,senior,overweight
21.6,79.2,12.2,11.3,0.22,male,49,182.0,63.0,19.0,0.93,0.4159999999999999,0.39,0.05833333333333324,0.78,middle,normal
18.6,40.8,1.6,6.4,0.9,male,56,167.8,60.6,21.5,0.8800000000000001,0.816,0.92,0.4666666666666667,0.09999999999999998,senior,normal
18.1,44.8,1.8,10.2,0.76,female,53,154.5,63.6,26.6,0.7550000000000001,0.8959999999999999,0.91,0.05000000000000002,0.24,senior,overweight
35.8,83.4,8.9,4.1,0.15,female,53,167.0,77.5,27.8,0.46000000000000013,0.33199999999999985,0.5549999999999999,0.5583333333333335,0.85,senior,overweight
12.1,83.1,5.2,4.0,0.98,male,20,172.5,73.0,24.5,0.5549999999999999,0.3380000000000001,0.74,0.6666666666666667,0.020000000000000018,young,normal
30.3,88.4,0.5,11.8,0.74,male,25,161.1,63.7,24.5,0.635,0.23199999999999987,0.975,0.016666666666666607,0.26,young,normal
15.2,83.1,8.1,6.3,0.86,female,58,161.9,81.2,31.0,0.71,0.13800000000000007,0.495,0.375,0.14,senior,obese
20.3,28.9,5.8,1.7,0.1,female,30,164.5,67.4,24.9,0.865,0.578,0.71,0.7583333333333334,0.9,middle,normal
11.8,77.7,1.5,2.6,0.53,female,66,182.2,59.6,18.0,0.44000000000000006,0.44599999999999995,0.925,0.6833333333333333,0.37,elderly,underweight
